Concept,Science,Science,Science,Science,Science,News,News,Healthcare,Healthcare,Healthcare,Healthcare,Healthcare,Healthcare,Voting,Voting,Voting,Voting,Voting,Voting,Police,Police,Police,Police,Police,Immigration,Immigration,Immigration,Immigration,Immigration,Immigration,Firefighters,Firefighters,Firefighters,Firefighters,Firefighters,Religion,Religion,Religion,Religion,Religion
11890805,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree
11890810,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree
11890811,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
11890812,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
11890814,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree
11890820,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree
11890821,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree
11890837,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree
11890844,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
11890848,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890850,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree
11890854,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree
11890855,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
11890857,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890858,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
11890861,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
11890864,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree
11890865,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree
11890868,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree
11890869,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
11890870,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree
11890874,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890875,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
11890879,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
11890883,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree
11890887,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree
11890892,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree
11890898,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree
11890900,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
11890902,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
11890905,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree
11890907,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree
11890909,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
11890910,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
11890914,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890919,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890920,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890922,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890923,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
11890925,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890929,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890930,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890933,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890936,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890940,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree
11890942,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
11890943,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree
11890944,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890945,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree
11890946,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree
11890956,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890959,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890960,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890961,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
11890965,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
11890966,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890967,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890969,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11890971,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890978,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890983,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
11890987,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree
11890989,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
11890990,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree
11890991,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree
11890992,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree
11890995,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
11890997,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree
11890999,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree
11891000,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree
11891002,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11891004,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree
11891007,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11891008,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11891011,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
11891018,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
11891020,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree
11891024,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
